Team1,Team2,Score1,Score2,Date/Time,nb_matches1,nb_matches2,goals_past1,goals_past2,ratio_goals_past1,ratio_goals_past2,nb_wins1,nb_wins2,ratio_wins1,ratio_wins2,nb_losses1,nb_losses2,ratio_losses1,ratio_losses2,nb_draws1,nb_draws2,ratio_draws1,ratio_draws2,nb_wins_opp1,nb_wins_opp2,ratio_wins_opp1,ratio_wins_opp2,nb_losses_opp1,nb_losses_opp2,ratio_losses_opp1,ratio_losses_opp2,nb_draws_opp1,nb_draws_opp2,ratio_draws_opp1,ratio_draws_opp2,Ranks1,Ranks2,Points1,Points2,Year,Population1,Population2
Portugal,Slovakia,0,0,2018-11-18 17:00:00,26,15,43,26,0.6056338028169014,0.5652173913043478,13,6,0.5,0.4,13,6,0.19230769230769232,0.3333333333333333,8,4,0.3076923076923077,0.26666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,7,26,1599,1493,2018,10229432.0,5434237.0
Bolivia,Ecuador,0,4,2018-11-18 15:00:00,10,6,9,12,0.3333333333333333,0.6666666666666666,1,4,0.1,0.6666666666666666,1,4,0.5,0.16666666666666666,4,1,0.4,0.16666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,59,60,1378,1376,2018,11217865.0,16864977.0
Scotland,Turkey,0,2,2018-11-17 21:30:00,8,15,8,22,0.3333333333333333,0.5116279069767442,2,6,0.25,0.4,2,6,0.75,0.3333333333333333,0,4,0.0,0.26666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,40,38,1444,1455,2018,5470743.227,81086257.0
Belgium,Netherlands,2,2,2018-11-17 18:00:00,18,14,41,23,0.7192982456140351,0.5476190476190477,12,6,0.6666666666666666,0.42857142857142855,12,6,0.16666666666666666,0.2857142857142857,3,4,0.16666666666666666,0.2857142857142857,1,0,0.5,0.0,0,1,0.0,0.5,1,1,0.5,0.5,2,17,1723,1540,2018,11513025.0,17084531.0
India,Jordan,1,2,2018-11-17 18:00:00,6,10,6,12,0.5454545454545454,0.5714285714285714,2,4,0.3333333333333333,0.4,2,4,0.5,0.3,1,3,0.16666666666666666,0.3,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,96,110,1242,1192,2018,1358137719.0,7985411.0
England,Ireland,3,1,2018-11-17 14:00:00,19,12,33,14,0.6734693877551021,0.4827586206896552,11,5,0.5789473684210527,0.4166666666666667,11,5,0.15789473684210525,0.4166666666666667,5,2,0.2631578947368421,0.16666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,6,29,1615,1484,2018,55366557.96,4790845.0
Germany,Netherlands,0,1,2018-11-17 14:00:00,20,13,32,22,0.5925925925925926,0.5365853658536586,10,5,0.5,0.38461538461538464,10,5,0.3,0.3076923076923077,4,4,0.2,0.3076923076923077,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,15,17,1561,1540,2018,80560850.0,17084531.0
China,Iceland,1,1,2018-11-17 12:35:00,8,15,7,23,0.875,0.4693877551020408,5,3,0.625,0.2,5,3,0.125,0.5333333333333333,2,4,0.25,0.26666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,75,32,1320,1471,2018,1393686493.0,336938.0
Armenia,Portugal,1,5,2018-11-17 11:00:00,7,25,1,38,0.1,0.5846153846153846,0,12,0.0,0.48,0,12,0.5714285714285714,0.2,3,8,0.42857142857142855,0.32,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,100,7,1227,1599,2018,3034998.0,10229432.0
Australia,South Korea,1,1,2018-11-17 09:50:00,8,16,13,19,0.5652173913043478,0.5135135135135135,3,6,0.375,0.375,3,6,0.375,0.375,2,4,0.25,0.25,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,43,108,1431,1196,2018,24966531.0,50896594.0
Vanuatu,New Caledonia,2,2,2018-11-17 05:00:00,6,6,21,8,0.8076923076923077,0.4,4,1,0.6666666666666666,0.16666666666666666,4,1,0.16666666666666666,0.6666666666666666,1,1,0.16666666666666666,0.16666666666666666,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,162,154,1000,1032,2018,282229.0,273032.0
Honduras,Panama,1,0,2018-11-17 03:00:00,3,11,1,5,0.2,0.16129032258064516,0,1,0.0,0.09090909090909093,0,1,0.6666666666666666,0.7272727272727273,1,2,0.3333333333333333,0.18181818181818185,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,61,69,1368,1343,2018,8420268.0,4111706.0
Chile,Costa Rica,2,3,2018-11-17 01:15:00,12,12,12,10,0.5217391304347826,0.30303030303030304,5,2,0.4166666666666667,0.16666666666666666,5,2,0.16666666666666666,0.75,5,1,0.4166666666666667,0.08333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,12,32,1570,1471,2018,18492710.0,4952954.0
Argentina,Mexico,2,0,2018-11-17 01:00:00,11,18,20,17,0.5555555555555556,0.4146341463414634,5,7,0.4545454545454545,0.3888888888888889,5,7,0.3636363636363637,0.5,2,2,0.18181818181818185,0.1111111111111111,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,11,16,1574,1560,2018,44691517.0,131788271.0
Brazil,Uruguay,1,0,2018-11-16 21:00:00,16,15,29,28,0.8529411764705882,0.5957446808510638,11,8,0.6875,0.5333333333333333,11,8,0.0625,0.4,4,1,0.25,0.06666666666666668,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,5,1657,1627,2018,212873151.0,3469771.0
Germany,Netherlands,3,0,2018-11-16 20:00:00,19,12,29,22,0.5686274509803921,0.5789473684210527,9,5,0.4736842105263158,0.4166666666666667,9,5,0.3157894736842105,0.25,4,4,0.21052631578947367,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,15,17,1561,1540,2018,80560850.0,17084531.0
Albania,Malta,2,0,2018-11-16 19:00:00,9,5,7,3,0.3333333333333333,0.1875,2,0,0.2222222222222222,0.0,2,0,0.5555555555555556,0.8,2,1,0.2222222222222222,0.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,58,184,1384,928,2018,2919422.0,421387.0
Saudi Arabia,Yemen,1,0,2018-11-16 17:30:00,15,1,16,0,0.3636363636363637,0.0,4,0,0.26666666666666666,0.0,4,0,0.5333333333333333,1.0,3,0,0.2,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,70,133,1336,1112,2018,33299935.0,28758331.0
Oman,Syria,1,1,2018-11-16 15:30:00,6,6,3,6,0.6,0.42857142857142855,1,1,0.16666666666666666,0.16666666666666666,1,1,0.0,0.3333333333333333,5,3,0.8333333333333334,0.5,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,84,73,1288,1328,2018,4774323.0,19482401.0
United Arab Emirates,Bolivia,0,0,2018-11-16 15:25:00,7,9,6,9,0.4615384615384616,0.3333333333333333,2,1,0.2857142857142857,0.1111111111111111,2,1,0.42857142857142855,0.5555555555555556,2,3,0.2857142857142857,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,77,59,1312,1378,2018,9542843.0,11217865.0
Palestine,Pakistan,2,1,2018-11-16 14:00:00,6,0,1,0,0.1,0.0,0,0,0.0,0.0,0,0,0.5,0.0,3,0,0.5,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,99,201,1230,884,2018,5061292.0,200662818.0
Ukraine,Georgia,3,3,2018-11-16 14:00:00,10,7,15,15,0.6,0.7142857142857143,5,4,0.5,0.5714285714285714,5,4,0.2,0.14285714285714285,3,2,0.3,0.2857142857142857,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,35,96,1468,1242,2018,44170002.0,3973681.0
Croatia,Belarus,2,0,2018-11-16 12:00:00,21,15,34,16,0.53125,0.4,11,3,0.5238095238095238,0.2,11,3,0.2857142857142857,0.4666666666666667,4,5,0.19047619047619047,0.3333333333333333,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,4,78,1643,1306,2018,4194538.0,9429102.0
Japan,Venezuela,1,1,2018-11-16 11:30:00,17,4,26,5,0.5306122448979592,0.625,8,2,0.4705882352941176,0.5,8,2,0.4117647058823529,0.5,2,0,0.1176470588235294,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,55,31,1392,1476,2018,125738357.0,32328063.0
Peru,Ecuador,0,2,2018-11-16 02:30:00,13,5,19,10,0.6333333333333333,0.625,6,3,0.4615384615384616,0.6,6,3,0.38461538461538464,0.2,2,1,0.15384615384615385,0.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,20,60,1535,1376,2018,32553697.0,16864977.0
Chile,Uruguay,1,0,2018-11-15 21:30:00,11,14,11,28,0.5,0.6086956521739131,4,8,0.3636363636363637,0.5714285714285714,4,8,0.18181818181818185,0.35714285714285715,5,1,0.4545454545454545,0.07142857142857142,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,12,5,1570,1627,2018,18492710.0,3469771.0
England,United States,3,0,2018-11-15 21:00:00,18,9,30,10,0.6521739130434783,0.5,10,3,0.5555555555555556,0.3333333333333333,10,3,0.16666666666666666,0.3333333333333333,5,3,0.2777777777777778,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,6,22,1615,1508,2018,55366557.96,328835763.0
Ireland,Northern Ireland,0,0,2018-11-15 20:45:00,11,8,14,13,0.4827586206896552,0.5909090909090909,5,5,0.4545454545454545,0.625,5,5,0.4545454545454545,0.25,1,1,0.09090909090909093,0.125,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,29,27,1484,1492,2018,4790845.0,1911464.5010000002
Germany,Russia,3,0,2018-11-15 20:45:00,18,17,26,27,0.5416666666666666,0.5510204081632653,8,5,0.4444444444444444,0.29411764705882354,8,5,0.3333333333333333,0.35294117647058826,4,6,0.2222222222222222,0.35294117647058826,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,15,49,1561,1410,2018,80560850.0,143261490.0
Israel,Guatemala,7,0,2018-11-15 19:15:00,11,4,12,4,0.48,0.4444444444444444,4,2,0.3636363636363637,0.5,4,2,0.2727272727272727,0.5,4,0,0.3636363636363637,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,93,146,1256,1064,2018,8455489.0,17340239.0
Brazil,Colombia,0,0,2018-11-15 19:00:00,15,12,29,20,0.8529411764705882,0.6896551724137931,11,7,0.7333333333333333,0.5833333333333334,11,7,0.06666666666666668,0.08333333333333333,3,4,0.2,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,14,1657,1563,2018,212873151.0,49468825.0
France,Croatia,2,2,2018-11-15 18:45:00,27,20,55,32,0.6626506024096386,0.5333333333333333,17,11,0.6296296296296297,0.55,17,11,0.1111111111111111,0.3,7,3,0.25925925925925924,0.15,2,0,1.0,0.0,0,2,0.0,1.0,0,0,0.0,0.0,1,4,1726,1643,2018,65205671.0,4194538.0
Italy,England,1,2,2018-11-15 18:30:00,20,17,29,28,0.5370370370370371,0.6511627906976745,9,9,0.45,0.5294117647058824,9,9,0.25,0.17647058823529413,6,5,0.3,0.29411764705882354,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,21,6,1532,1615,2018,59788104.0,55366557.96
Poland,Czech Republic,0,1,2018-11-15 18:00:00,14,27,20,48,0.4444444444444444,0.5647058823529412,5,12,0.35714285714285715,0.4444444444444444,5,12,0.5,0.3333333333333333,2,6,0.14285714285714285,0.2222222222222222,0,1,0.0,1.0,1,0,1.0,0.0,0,0,0.0,0.0,18,44,1538,1430,2018,38522728.0,10563111.0
Romania,Belgium,3,3,2018-11-15 18:00:00,12,17,15,38,0.5,0.7450980392156863,5,12,0.4166666666666667,0.7058823529411765,5,12,0.4166666666666667,0.17647058823529413,2,2,0.16666666666666666,0.1176470588235294,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,28,2,1490,1723,2018,19105089.0,11513025.0
Iran,Trinidad and Tobago,1,0,2018-11-15 15:30:00,11,3,14,2,0.6666666666666666,0.5,7,1,0.6363636363636364,0.3333333333333333,7,1,0.2727272727272727,0.6666666666666666,1,0,0.09090909090909093,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,32,91,1471,1264,2018,81810283.0,1372648.0
Serbia,Montenegro,0,1,2018-11-15 13:00:00,15,11,14,7,0.4117647058823529,0.2916666666666667,3,1,0.2,0.09090909090909093,3,1,0.6,0.2727272727272727,3,7,0.2,0.6363636363636364,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,36,41,1459,1440,2018,8742764.0,626240.0
China,Thailand,1,0,2018-11-15 12:35:00,7,6,6,4,0.8571428571428571,0.4444444444444444,4,3,0.5714285714285714,0.5,4,3,0.14285714285714285,0.5,2,0,0.2857142857142857,0.0,2,0,1.0,0.0,0,2,0.0,1.0,0,0,0.0,0.0,75,122,1320,1144,2018,1393686493.0,68415739.0
Uzbekistan,Lebanon,0,0,2018-11-15 11:00:00,9,3,8,1,0.42105263157894735,0.5,2,1,0.2222222222222222,0.3333333333333333,2,1,0.4444444444444444,0.3333333333333333,3,1,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,95,79,1247,1304,2018,31064765.0,6021629.0
Iceland,Mexico,0,2,2018-11-15 08:00:00,14,17,23,15,0.4893617021276596,0.38461538461538464,3,6,0.21428571428571427,0.35294117647058826,3,6,0.5,0.5294117647058824,4,2,0.2857142857142857,0.1176470588235294,0,1,0.0,1.0,1,0,1.0,0.0,0,0,0.0,0.0,32,16,1471,1560,2018,336938.0,131788271.0
Spain,Denmark,4,1,2018-11-14 20:00:00,10,20,22,22,0.6875,0.5,5,6,0.5,0.3,5,6,0.0,0.35,5,7,0.5,0.35,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,9,9,1580,1580,2018,46116884.0,5732713.0
Switzerland,Qatar,0,1,2018-11-14 19:00:00,15,7,23,14,0.5227272727272727,0.56,5,4,0.3333333333333333,0.5714285714285714,5,4,0.3333333333333333,0.2857142857142857,5,1,0.3333333333333333,0.14285714285714285,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,8,98,1597,1236,2018,8523590.0,2378373.0
Croatia,Belarus,3,1,2018-11-14 17:00:00,19,14,29,15,0.5178571428571429,0.4166666666666667,10,3,0.5263157894736842,0.21428571428571427,10,3,0.3157894736842105,0.42857142857142855,3,5,0.15789473684210525,0.35714285714285715,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,78,1643,1306,2018,4194538.0,9429102.0
Czech Republic,England,0,0,2018-11-14 14:00:00,26,18,48,30,0.5647058823529412,0.6521739130434783,12,10,0.4615384615384616,0.5555555555555556,12,10,0.3461538461538461,0.16666666666666666,5,5,0.19230769230769232,0.2777777777777778,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,44,6,1430,1615,2018,10563111.0,55366557.96
Ireland,Germany,1,4,2018-11-14 14:00:00,10,18,13,25,0.5416666666666666,0.5102040816326531,5,7,0.5,0.3888888888888889,5,7,0.4,0.3333333333333333,1,5,0.1,0.2777777777777778,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,29,15,1484,1561,2018,4790845.0,80560850.0
Germany,Portugal,0,1,2018-11-14 14:00:00,18,26,25,40,0.5102040816326531,0.5797101449275363,7,12,0.3888888888888889,0.4615384615384616,7,12,0.3333333333333333,0.19230769230769232,5,9,0.2777777777777778,0.3461538461538461,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,15,7,1561,1599,2018,80560850.0,10229432.0
Slovakia,Hungary,2,1,2018-11-14 12:00:00,15,11,25,12,0.5681818181818182,0.3870967741935484,6,2,0.4,0.18181818181818185,6,2,0.3333333333333333,0.4545454545454545,4,4,0.26666666666666666,0.3636363636363637,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,26,51,1493,1409,2018,5434237.0,9754429.0
Chile,Uruguay,1,1,2018-11-13 21:30:00,10,14,10,28,0.5,0.5957446808510638,4,8,0.4,0.5714285714285714,4,8,0.2,0.42857142857142855,4,0,0.4,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,12,5,1570,1627,2018,18492710.0,3469771.0
Ireland,Czech Republic,2,3,2018-11-11 16:00:00,10,27,12,50,0.5,0.5813953488372093,5,13,0.5,0.4814814814814815,5,13,0.4,0.3333333333333333,1,5,0.1,0.1851851851851852,0,1,0.0,1.0,1,0,1.0,0.0,0,0,0.0,0.0,29,44,1484,1430,2018,4790845.0,10563111.0
Czech Republic,Germany,1,1,2018-11-08 16:00:00,27,19,53,27,0.5955056179775281,0.54,14,8,0.5185185185185185,0.42105263157894735,14,8,0.3333333333333333,0.3157894736842105,4,5,0.14814814814814814,0.2631578947368421,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,44,15,1430,1561,2018,10563111.0,80560850.0
Malaysia,Maldives,3,0,2018-11-03 13:45:00,6,1,17,2,0.7727272727272727,0.4,4,0,0.6666666666666666,0.0,4,0,0.16666666666666666,1.0,1,0,0.16666666666666666,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,171,150,971,1048,2018,31570576.0,381786.0
Slovakia,Turkey,2,3,2018-10-25 11:00:00,15,16,24,21,0.5714285714285714,0.4666666666666667,6,5,0.4,0.3125,6,5,0.3333333333333333,0.4375,4,4,0.26666666666666666,0.25,1,0,1.0,0.0,0,1,0.0,1.0,0,0,0.0,0.0,26,38,1493,1455,2018,5434237.0,81086257.0
Bulgaria,Azerbaijan,2,1,2018-10-25 10:00:00,5,8,4,10,0.6666666666666666,0.5263157894736842,3,2,0.6,0.25,3,2,0.2,0.25,1,4,0.2,0.5,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,1.0,47,105,1416,1207,2018,6992150.0,10070075.0
Slovakia,Turkey,4,1,2018-10-23 18:00:00,14,15,20,20,0.5405405405405406,0.5,5,5,0.35714285714285715,0.3333333333333333,5,5,0.35714285714285715,0.4,4,4,0.2857142857142857,0.26666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,26,38,1493,1455,2018,5434237.0,81086257.0
Bulgaria,Azerbaijan,0,0,2018-10-23 14:00:00,4,7,4,10,0.6666666666666666,0.5263157894736842,3,2,0.75,0.2857142857142857,3,2,0.25,0.2857142857142857,0,3,0.0,0.42857142857142855,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,47,105,1416,1207,2018,6992150.0,10070075.0
Mexico,Chile,0,1,2018-10-17 03:45:00,18,9,19,9,0.4222222222222222,0.4736842105263158,7,3,0.3888888888888889,0.3333333333333333,7,3,0.4444444444444444,0.2222222222222222,3,4,0.16666666666666666,0.4444444444444444,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,16,12,1560,1570,2018,131788271.0,18492710.0
United States,Peru,1,1,2018-10-17 02:05:00,9,12,10,18,0.5,0.6428571428571429,3,6,0.3333333333333333,0.5,3,6,0.3333333333333333,0.4166666666666667,3,1,0.3333333333333333,0.08333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,22,20,1508,1535,2018,328835763.0,32553697.0
Colombia,Costa Rica,3,1,2018-10-17 02:00:00,13,13,22,9,0.6875,0.2571428571428571,7,2,0.5384615384615384,0.15384615384615385,7,2,0.15384615384615385,0.7692307692307693,4,1,0.3076923076923077,0.07692307692307693,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,14,32,1563,1471,2018,49468825.0,4952954.0
Sweden,Slovakia,1,1,2018-10-16 20:45:00,16,13,9,19,0.36,0.5428571428571428,4,5,0.25,0.38461538461538464,4,5,0.5625,0.38461538461538464,3,3,0.1875,0.2307692307692308,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,13,26,1565,1493,2018,9987062.0,5434237.0
Denmark,Austria,2,0,2018-10-16 20:45:00,19,17,20,25,0.4761904761904762,0.5319148936170213,5,10,0.2631578947368421,0.5882352941176471,5,10,0.3684210526315789,0.4117647058823529,7,0,0.3684210526315789,0.0,1,1,0.5,0.5,1,1,0.5,0.5,0,0,0.0,0.0,9,23,1580,1502,2018,5732713.0,8613647.0
Belgium,Netherlands,1,1,2018-10-16 20:45:00,20,17,45,34,0.703125,0.6181818181818182,14,10,0.7,0.5882352941176471,14,10,0.2,0.2352941176470588,2,3,0.1,0.17647058823529413,1,0,0.5,0.0,0,1,0.0,0.5,1,1,0.5,0.5,2,17,1723,1540,2018,11513025.0,17084531.0
Brazil,Argentina,1,0,2018-10-16 20:00:00,16,12,31,23,0.8378378378378378,0.5476190476190477,11,6,0.6875,0.5,11,6,0.0625,0.3333333333333333,4,2,0.25,0.16666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,3,11,1657,1574,2018,212873151.0,44691517.0
Bahrain,Myanmar,4,1,2018-10-16 18:15:00,6,6,3,3,0.6,0.2,1,2,0.16666666666666666,0.3333333333333333,1,2,0.16666666666666666,0.6666666666666666,4,0,0.6666666666666666,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,113,138,1180,1092,2018,1442394.0,55311238.0
Iran,Bolivia,2,1,2018-10-16 17:59:00,12,8,15,8,0.6818181818181818,0.3333333333333333,8,1,0.6666666666666666,0.125,8,1,0.25,0.5,1,3,0.08333333333333333,0.375,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,32,59,1471,1378,2018,81810283.0,11217865.0
Oman,Ecuador,0,0,2018-10-16 17:30:00,5,4,3,10,0.6,0.625,1,3,0.2,0.75,1,3,0.0,0.25,4,0,0.8,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,84,60,1288,1376,2018,4774323.0,16864977.0
Czech Republic,Portugal,0,0,2018-10-16 17:00:00,27,27,55,45,0.5978260869565217,0.5844155844155844,15,13,0.5555555555555556,0.4814814814814815,15,13,0.3333333333333333,0.2222222222222222,3,8,0.1111111111111111,0.2962962962962963,0,1,0.0,1.0,1,0,1.0,0.0,0,0,0.0,0.0,44,7,1430,1599,2018,10563111.0,10229432.0
United Arab Emirates,Venezuela,0,2,2018-10-16 17:00:00,8,4,7,3,0.5384615384615384,0.42857142857142855,3,1,0.375,0.25,3,1,0.375,0.75,2,0,0.25,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,77,31,1312,1476,2018,9542843.0,32328063.0
Uzbekistan,Qatar,2,0,2018-10-16 16:00:00,9,8,6,15,0.3333333333333333,0.5769230769230769,1,4,0.1111111111111111,0.5,1,4,0.5555555555555556,0.25,3,2,0.3333333333333333,0.25,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,95,98,1247,1236,2018,31064765.0,2378373.0
Malaysia,Kyrgyzstan,0,1,2018-10-16 14:45:00,5,6,17,11,0.8095238095238095,0.6875,4,4,0.8,0.6666666666666666,4,4,0.0,0.16666666666666666,1,1,0.2,0.16666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,171,92,971,1260,2018,31570576.0,6213441.0
China,Syria,2,0,2018-10-16 14:00:00,8,6,4,7,0.3636363636363637,0.5,3,1,0.375,0.16666666666666666,3,1,0.375,0.16666666666666666,2,4,0.25,0.6666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,75,73,1320,1328,2018,1393686493.0,19482401.0
Cambodia,Singapore,1,2,2018-10-16 13:30:00,3,5,3,8,0.375,0.6666666666666666,1,3,0.3333333333333333,0.6,1,3,0.6666666666666666,0.2,0,1,0.0,0.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,166,169,984,976,2018,16323953.0,5866547.0
Indonesia,Hong Kong,1,1,2018-10-16 13:30:00,8,2,14,0,0.5,0.0,5,0,0.625,0.0,5,0,0.375,1.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,164,142,992,1076,2018,266357298.0,7455254.0
South Korea,Panama,2,2,2018-10-16 13:00:00,17,13,20,10,0.5263157894736842,0.2702702702702703,7,2,0.4117647058823529,0.15384615384615385,7,2,0.35294117647058826,0.6923076923076923,4,2,0.2352941176470588,0.15384615384615385,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,108,69,1196,1343,2018,50896594.0,4111706.0
Japan,Uruguay,4,3,2018-10-16 12:35:00,18,14,23,25,0.4893617021276596,0.625,7,8,0.3888888888888889,0.5714285714285714,7,8,0.5,0.35714285714285715,2,1,0.1111111111111111,0.07142857142857142,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,55,5,1392,1627,2018,125738357.0,3469771.0
Croatia,Jordan,2,1,2018-10-15 20:45:00,18,9,27,11,0.5094339622641509,0.6111111111111112,9,4,0.5,0.4444444444444444,9,4,0.3333333333333333,0.2222222222222222,3,3,0.16666666666666666,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4,110,1643,1192,2018,4194538.0,7985411.0
Saudi Arabia,Iraq,1,1,2018-10-15 20:00:00,17,9,17,13,0.3541666666666667,0.5,5,2,0.29411764705882354,0.2222222222222222,5,2,0.5882352941176471,0.3333333333333333,2,4,0.1176470588235294,0.4444444444444444,0,1,0.0,1.0,1,0,1.0,0.0,0,0,0.0,0.0,70,89,1336,1274,2018,33299935.0,39751312.0
England,Czech Republic,2,2,2018-10-15 19:00:00,20,26,33,53,0.66,0.6022727272727273,12,15,0.6,0.5769230769230769,12,15,0.15,0.3461538461538461,5,2,0.25,0.07692307692307693,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,6,44,1615,1430,2018,55366557.96,10563111.0
Italy,Tunisia,2,0,2018-10-15 18:30:00,21,8,31,11,0.5166666666666667,0.4583333333333333,9,3,0.42857142857142855,0.375,9,3,0.2857142857142857,0.375,6,2,0.2857142857142857,0.25,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,21,24,1532,1498,2018,59788104.0,11611602.0
Kuwait,Australia,0,4,2018-10-15 18:30:00,8,7,8,9,0.5,0.4736842105263158,2,2,0.25,0.2857142857142857,2,2,0.25,0.42857142857142855,4,2,0.5,0.2857142857142857,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,159,43,1012,1431,2018,4176642.0,24966531.0
Wales,Poland,2,0,2018-10-15 18:00:00,8,16,6,21,0.3333333333333333,0.4666666666666667,1,6,0.125,0.375,1,6,0.375,0.4375,4,3,0.5,0.1875,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,19,18,1536,1538,2018,3163803.312,38522728.0
Serbia,France,2,4,2018-10-15 17:00:00,17,28,15,55,0.4411764705882353,0.6626506024096386,4,17,0.2352941176470588,0.6071428571428571,4,17,0.5294117647058824,0.10714285714285714,4,8,0.2352941176470588,0.2857142857142857,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,36,1,1459,1726,2018,8742764.0,65205671.0
Germany,Denmark,2,1,2018-10-15 15:00:00,18,18,25,19,0.5319148936170213,0.4871794871794872,7,5,0.3888888888888889,0.2777777777777778,7,5,0.3333333333333333,0.3333333333333333,5,7,0.2777777777777778,0.3888888888888889,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,15,9,1561,1580,2018,80560850.0,5732713.0
